754.3205913287597,428
804.6963899662654,445
879.4592964377409,474
936.5856411340264,517
983.9206532585683,549
1045.0000204217067,579
1118.1817179064412,606
1175.429694063245,606
319.99323065601163,112
336.4338518088412,114
351.9014212775224,116
366.2134918712773,116
393.9050231220729,117
411.0146173077546,117
456.58597325477746,117
473.878014631237,117
7263.7728505076575,12292
7486.743691620989,12846
7779.226912420674,13557
8137.512753360896,14248
8486.189708920152,14860
8815.040736414885,15857
9128.931094265834,16798
9436.557431900079,16798
5639.102602669348,6648
6062.157196335699,7049
6365.648064312313,7470
6696.201932254305,7953
7000.483404724288,8447
7312.914185049016,8961
7728.549259623735,9525
7729.177790909153,10010
588.0132962931533,243
640.0919353779188,242
643.9437003670781,246
685.3187709262111,246
685.9473022116288,246
718.7473548042037,250
749.5404882982226,250
750.1690195836403,250
671.0453529360685,289
719.2926010144997,298
750.0857345085185,300
777.8988972198326,301
813.2532104832973,304
851.4658630689478,305
887.428333635005,307
935.7972131739546,307
4011.7936323776376,1569
4129.796523063457,1651
4270.179602484693,1732
4434.280816707045,1870
4434.909347992463,1996
4788.694824893498,2158
5010.814245783199,2397
5011.442777068617,2397
-460.12888990046656,8
-459.5003586150488,8
-457.8379599152234,8
-457.0269814390278,8
-456.0335557720544,8
-454.9184986445624,8
-454.10752016836693,9
-453.4789888829491,9
-509.71735611402977,0
-508.90637763783417,0
-508.2778463524164,0
-507.64931506699867,0
-507.0207837815809,0
-505.72327946331114,0
-504.4257751450413,0
-503.7972438596236,0
